tid,yr,doy
BK.MNLT.00,2026,93
BK.MNLT.S0,2026,81
BK.MNLT.S0,2026,82
BK.MNLT.S0,2026,83
BK.MNLT.S0,2026,84
BK.MNLT.S0,2026,85
BK.MNLT.S0,2026,86
BK.MNLT.S0,2026,87
BK.MNLT.S0,2026,88
BK.MNLT.S0,2026,89
BK.MNLT.S0,2026,90
BK.MNLT.S0,2026,91
BK.MNLT.S0,2026,92
BK.MNLT.S0,2026,93
BK.MNLT.S0,2026,94
BK.MNLT.S0,2026,95
BK.MNLT.S0,2026,96
BK.MNLT.S0,2026,97
BK.MNLT.S0,2026,98
BK.MNRC.,2026,21
BK.MNRC.,2026,22
BK.MNRC.,2026,23
BK.MNRC.,2026,24
BK.MNRC.,2026,25
BK.MNRC.,2026,26
BK.MNRC.,2026,27
BK.MNRC.,2026,28
BK.MNRC.,2026,29
BK.MNRC.,2026,121
BK.MNRC.,2026,122
BK.MNRC.,2026,123
BK.MNRC.,2026,124
BK.MNRC.,2026,125
BK.MNRC.,2026,126
BK.MNRC.,2026,127
BK.MNRC.,2026,128
BK.MNRC.,2026,129
BK.MNRC.,2026,130
BK.MNRC.,2026,131
BK.MNRC.,2026,132
BK.MNRC.,2026,133
BK.MNRC.,2026,134
