shard_id,basis,files,survivors,planned,with_picks,recorded,lost
2010081-2010101-eaf992f6e736,plan up to the resumed attempt's first day (progress overwritten),6,4,288,185,60,155
2012231-2012251-132369fe2b30,plan up to the resumed attempt's first day (progress overwritten),6,1,198,186,160,155
2023233-2023253-83b26f37bd77,plan up to the resumed attempt's first day (progress overwritten),5,1,180,64,120,155
2018219-2018239-4683a725f29a,plan up to the resumed attempt's first day (progress overwritten),5,4,306,184,40,155
2012091-2012111-9240963c105a,plan up to the resumed attempt's first day (progress overwritten),15,3,175,159,152,155
2024328-2024348-f52298996288,plan up to the resumed attempt's first day (progress overwritten),8,4,286,264,145,155
2024328-2024348-4a9c6396df63,plan up to the resumed attempt's first day (progress overwritten),7,3,270,246,141,154
2020009-2020029-e3c869dd52d2,plan up to the resumed attempt's first day (progress overwritten),8,4,225,120,60,154
2010261-2010281-d0eca55a812d,plan up to the resumed attempt's first day (progress overwritten),8,2,198,113,74,154
2019174-2019194-449ea55d2688,plan up to the resumed attempt's first day (progress overwritten),7,3,260,224,140,154
2014320-2014340-9aa0f10a09c8,plan up to the resumed attempt's first day (progress overwritten),12,2,200,166,132,153
2012211-2012231-ce1627f2953d,plan up to the resumed attempt's first day (progress overwritten),6,2,198,187,160,153
2012091-2012111-904680356896,plan up to the resumed attempt's first day (progress overwritten),7,1,189,208,240,153
2017164-2017184-e0a8018a49c6,plan up to the resumed attempt's first day (progress overwritten),6,2,234,160,100,153
2013085-2013105-a9e9d57994f6,plan up to the resumed attempt's first day (progress overwritten),5,2,220,166,100,153
2022198-2022218-dd2ab337ec61,plan up to the resumed attempt's first day (progress overwritten),5,4,306,180,40,153
2010141-2010161-bcbb99d03f97,plan up to the resumed attempt's first day (progress overwritten),5,1,189,132,100,153
2016330-2016350-10e8918d3800,plan up to the resumed attempt's first day (progress overwritten),7,3,243,244,160,153
2025202-2025222-bc889dd152c5,plan up to the resumed attempt's first day (progress overwritten),17,14,720,639,105,153
2010301-2010321-42bb8b38e7da,plan up to the resumed attempt's first day (progress overwritten),6,5,323,207,40,152
2022258-2022278-e43b6a94fd9e,plan up to the resumed attempt's first day (progress overwritten),10,6,360,288,107,152
2019054-2019074-3b78c8714a60,plan up to the resumed attempt's first day (progress overwritten),5,2,207,153,100,152
2016110-2016130-ecf5b00677c9,plan up to the resumed attempt's first day (progress overwritten),14,5,370,513,314,152
2011056-2011076-ab8d6ed7c2c8,plan up to the resumed attempt's first day (progress overwritten),4,1,189,126,100,152
2024208-2024228-10fe589b3e82,plan up to the resumed attempt's first day (progress overwritten),12,5,348,423,260,152
2020269-2020289-454ff7b29f77,plan up to the resumed attempt's first day (progress overwritten),5,2,207,154,100,152
2014240-2014260-7c7608b8883f,plan up to the resumed attempt's first day (progress overwritten),4,1,180,106,100,151
2017124-2017144-6e68d64381a6,plan up to the resumed attempt's first day (progress overwritten),12,6,285,219,100,151
2024188-2024208-e9385c23b4f4,plan up to the resumed attempt's first day (progress overwritten),12,10,558,461,80,150
2012171-2012191-7668289d4324,plan up to the resumed attempt's first day (progress overwritten),5,3,238,127,60,150
2011356-2012011-84a5ce11b2f5,plan up to the resumed attempt's first day (progress overwritten),6,4,288,190,60,150
2025262-2025282-06387329b6e1,plan up to the resumed attempt's first day (progress overwritten),15,12,612,563,120,150
2021363-2022018-b97cf6f2524d,plan up to the resumed attempt's first day (progress overwritten),14,3,272,507,429,150
2024048-2024068-97d8e1dd4049,plan up to the resumed attempt's first day (progress overwritten),8,2,242,232,168,150
2018339-2018359-897abc2a64c2,plan up to the resumed attempt's first day (progress overwritten),10,8,476,399,80,149
2020009-2020029-faac83f2043e,plan up to the resumed attempt's first day (progress overwritten),4,2,224,147,79,149
2025022-2025042-fdab1fd16cca,plan up to the resumed attempt's first day (progress overwritten),12,1,192,417,381,149
2025242-2025262-758f583ebef3,plan up to the resumed attempt's first day (progress overwritten),8,1,196,281,258,149
2016170-2016190-603137223ca0,plan up to the resumed attempt's first day (progress overwritten),8,5,315,229,81,149
2014080-2014100-db0a28cfa18e,plan up to the resumed attempt's first day (progress overwritten),5,1,180,108,100,149
2018059-2018079-5740a0eed259,plan up to the resumed attempt's first day (progress overwritten),14,2,198,278,256,149
2018359-2019014-b13b95cead14,plan up to the resumed attempt's first day (progress overwritten),3,1,184,96,73,148
2014260-2014280-623893dc7161,plan up to the resumed attempt's first day (progress overwritten),6,1,189,173,160,148
2020209-2020229-dc5565db6caf,plan up to the resumed attempt's first day (progress overwritten),8,3,253,274,191,148
2016230-2016250-eeb11e44b378,plan up to the resumed attempt's first day (progress overwritten),6,2,242,232,160,148
2011256-2011276-32247d845d87,plan up to the resumed attempt's first day (progress overwritten),10,5,364,360,160,148
2018159-2018179-db5ed2df8b0e,plan up to the resumed attempt's first day (progress overwritten),8,7,432,319,40,148
2012231-2012251-7efa76fb504b,plan up to the resumed attempt's first day (progress overwritten),7,5,336,236,54,148
2020029-2020049-1caba0327bc9,plan up to the resumed attempt's first day (progress overwritten),5,4,306,189,40,147
2025122-2025142-3cb3bf0d65bd,plan up to the resumed attempt's first day (progress overwritten),14,11,612,529,95,147
2018119-2018139-e33ed39cd830,plan up to the resumed attempt's first day (progress overwritten),3,1,161,92,80,147
2022298-2022318-3ecc2995fdfc,plan up to the resumed attempt's first day (progress overwritten),5,2,198,113,120,147
2021023-2021043-e94dde01a3b2,plan up to the resumed attempt's first day (progress overwritten),5,1,180,99,120,146
2018119-2018139-66a341668bfb,plan up to the resumed attempt's first day (progress overwritten),4,1,168,118,120,146
2023333-2023353-3d4f0d197446,plan up to the resumed attempt's first day (progress overwritten),16,2,185,278,260,146
2024288-2024308-d7f58711d147,plan up to the resumed attempt's first day (progress overwritten),6,1,198,183,149,146
2025302-2025322-0b732ea88cd1,plan up to the resumed attempt's first day (progress overwritten),6,1,196,219,180,146
2022178-2022198-fa51df92d6d9,plan up to the resumed attempt's first day (progress overwritten),3,1,171,80,60,146
2019054-2019074-22f8bc7b01c0,plan up to the resumed attempt's first day (progress overwritten),3,1,171,69,60,145
2011336-2011356-48d3cbb5612e,plan up to the resumed attempt's first day (progress overwritten),4,2,210,106,58,145
2023113-2023133-9cb00d5e5f72,plan up to the resumed attempt's first day (progress overwritten),12,2,189,200,160,145
2021223-2021243-6474973a2b69,plan up to the resumed attempt's first day (progress overwritten),14,10,323,219,60,145
2013205-2013225-f25d33565765,plan up to the resumed attempt's first day (progress overwritten),7,3,250,224,140,145
2013325-2013345-fb161f7accbc,plan up to the resumed attempt's first day (progress overwritten),6,3,275,238,120,145
2010241-2010261-a3bcea257e24,plan up to the resumed attempt's first day (progress overwritten),3,1,168,66,48,144
2024148-2024168-a71d9ebb8708,plan up to the resumed attempt's first day (progress overwritten),16,8,299,308,160,144
2024048-2024068-a7eb1ab4bbba,plan up to the resumed attempt's first day (progress overwritten),5,3,252,156,55,144
2018119-2018139-222e271107c9,plan up to the resumed attempt's first day (progress overwritten),5,4,289,174,40,144
2019054-2019074-e3634106e8bd,plan up to the resumed attempt's first day (progress overwritten),4,1,189,123,89,144
2011056-2011076-78afc4b37deb,plan up to the resumed attempt's first day (progress overwritten),6,2,200,168,140,144
2016270-2016290-328f251e77f6,plan up to the resumed attempt's first day (progress overwritten),6,4,288,193,60,143
2016270-2016290-55b87cb20b79,plan up to the resumed attempt's first day (progress overwritten),5,2,189,141,100,143
2012351-2013005-bc62513643d8,plan up to the resumed attempt's first day (progress overwritten),11,8,455,411,104,143
2011236-2011256-aaced47e4c49,plan up to the resumed attempt's first day (progress overwritten),6,3,231,183,96,143
2025242-2025262-59093e59006f,plan up to the resumed attempt's first day (progress overwritten),5,1,156,129,140,142
2015015-2015035-0b132f445bd5,plan up to the resumed attempt's first day (progress overwritten),17,14,663,601,100,142
2020049-2020069-52d3a31d9d20,plan up to the resumed attempt's first day (progress overwritten),4,1,180,112,120,142
2023273-2023293-4b2e6d439db7,plan up to the resumed attempt's first day (progress overwritten),4,1,162,116,120,142
2011256-2011276-fa4248f18ba3,plan up to the resumed attempt's first day (progress overwritten),11,6,405,388,148,142
2017304-2017324-e5ac85e5111f,plan up to the resumed attempt's first day (progress overwritten),6,1,156,161,200,142
2024328-2024348-0b2a9ab7fc48,plan up to the resumed attempt's first day (progress overwritten),12,6,372,451,240,142
2012291-2012311-61930fc1ad93,plan up to the resumed attempt's first day (progress overwritten),6,1,180,132,140,142
2025302-2025322-122f6b99a6d9,plan up to the resumed attempt's first day (progress overwritten),5,1,170,168,149,141
2023073-2023093-e6c3f0f3bf61,plan up to the resumed attempt's first day (progress overwritten),17,11,608,614,180,141
2024268-2024288-28a5d3f837b0,plan up to the resumed attempt's first day (progress overwritten),9,4,297,346,195,141
2022318-2022338-09f3399b7963,plan up to the resumed attempt's first day (progress overwritten),8,4,308,268,120,141
2019114-2019134-cd84d8a8a650,plan up to the resumed attempt's first day (progress overwritten),7,1,182,186,176,141
2015175-2015195-37a72f08506c,plan up to the resumed attempt's first day (progress overwritten),6,3,234,184,100,141
2011336-2011356-7c40b6230397,plan up to the resumed attempt's first day (progress overwritten),7,4,304,231,83,141
2013085-2013105-fa8eef03d2eb,plan up to the resumed attempt's first day (progress overwritten),5,2,198,136,100,141
2012331-2012351-a9552908345b,plan up to the resumed attempt's first day (progress overwritten),7,3,260,260,160,140
2021303-2021323-f840bfb9cba0,plan up to the resumed attempt's first day (progress overwritten),5,1,168,147,140,140
2021043-2021063-eedb80502bee,plan up to the resumed attempt's first day (progress overwritten),9,5,345,300,100,140
2020129-2020149-0590004f71a2,plan up to the resumed attempt's first day (progress overwritten),4,2,224,148,73,140
2018279-2018299-662d9cdd21da,plan up to the resumed attempt's first day (progress overwritten),4,2,225,134,60,140
2013025-2013045-1555703f81ba,plan up to the resumed attempt's first day (progress overwritten),5,2,189,111,120,140
2016290-2016310-46c372e2bd52,plan up to the resumed attempt's first day (progress overwritten),5,2,210,110,60,140
2020149-2020169-baac4d48e41a,plan up to the resumed attempt's first day (progress overwritten),6,2,171,109,160,140
2024228-2024248-15354e533515,plan up to the resumed attempt's first day (progress overwritten),15,9,510,535,180,139
2011356-2012011-3fe4829b149b,plan up to the resumed attempt's first day (progress overwritten),5,3,224,120,53,139
2022038-2022058-bec8fe8ab32c,plan up to the resumed attempt's first day (progress overwritten),14,11,595,557,120,139
2019034-2019054-6153102245a6,plan up to the resumed attempt's first day (progress overwritten),4,1,182,135,96,138
2012231-2012251-79b4f84400cf,plan up to the resumed attempt's first day (progress overwritten),6,3,266,200,80,138
2014020-2014040-16cafe7673c3,plan up to the resumed attempt's first day (progress overwritten),4,1,180,125,120,138
2021023-2021043-e4a6d0a11bc4,plan up to the resumed attempt's first day (progress overwritten),7,1,189,224,186,138
2024068-2024088-e1ad16a5f558,plan up to the resumed attempt's first day (progress overwritten),17,14,720,661,116,137
2012171-2012191-6818ab8243a8,plan up to the resumed attempt's first day (progress overwritten),4,3,255,144,40,137
2021323-2021343-148d019d3ec0,plan up to the resumed attempt's first day (progress overwritten),14,7,418,539,280,137
2025022-2025042-567945093aab,plan up to the resumed attempt's first day (progress overwritten),9,3,252,301,200,137
2024268-2024288-8f26a73d3ee2,plan up to the resumed attempt's first day (progress overwritten),16,13,648,580,100,137
2020049-2020069-21e1a6400339,plan up to the resumed attempt's first day (progress overwritten),7,1,184,240,200,136
2021203-2021223-45faf680e041,plan up to the resumed attempt's first day (progress overwritten),4,2,210,115,46,136
2025242-2025262-16799635e35e,plan up to the resumed attempt's first day (progress overwritten),16,2,240,635,560,136
2025302-2025322-8d55946aca1e,plan up to the resumed attempt's first day (progress overwritten),37,7,216,456,385,136
2022278-2022298-250912f6e60d,plan up to the resumed attempt's first day (progress overwritten),10,9,494,376,40,136
2016290-2016310-f05f9b0ab87a,plan up to the resumed attempt's first day (progress overwritten),26,17,450,437,153,136
2012091-2012111-d89e6ea0dc8b,plan up to the resumed attempt's first day (progress overwritten),4,1,153,98,120,136
2021223-2021243-df9b4c055c63,plan up to the resumed attempt's first day (progress overwritten),3,2,224,120,40,136
2011136-2011156-52dafee09cd9,plan up to the resumed attempt's first day (progress overwritten),20,12,144,182,80,136
2010361-2011016-548994df5d53,plan up to the resumed attempt's first day (progress overwritten),6,2,198,181,160,135
2016210-2016230-ae530c59f70d,plan up to the resumed attempt's first day (progress overwritten),5,2,195,147,100,135
2024348-2025002-e6fcd9936b02,plan up to the resumed attempt's first day (progress overwritten),19,16,760,658,49,135
2010181-2010201-98ffe47cf00e,plan up to the resumed attempt's first day (progress overwritten),4,1,144,100,91,134
2021323-2021343-cc731bb25872,plan up to the resumed attempt's first day (progress overwritten),15,11,323,232,60,134
2017144-2017164-c500393ba7a0,plan up to the resumed attempt's first day (progress overwritten),14,8,285,236,100,134
2020169-2020189-ae84c2a76741,plan up to the resumed attempt's first day (progress overwritten),7,6,378,271,40,134
2014200-2014220-d69e05e9b49f,plan up to the resumed attempt's first day (progress overwritten),7,3,252,215,120,134
2019114-2019134-1ac44ac6eb3b,plan up to the resumed attempt's first day (progress overwritten),5,4,289,184,40,133
2023053-2023073-673d26590f1a,plan up to the resumed attempt's first day (progress overwritten),9,7,408,334,79,133
2022298-2022318-831ccf0c3292,plan up to the resumed attempt's first day (progress overwritten),17,7,400,629,373,133
2021363-2022018-4c974df46a2b,plan up to the resumed attempt's first day (progress overwritten),3,1,154,79,77,133
2025302-2025322-1fcc79727b72,plan up to the resumed attempt's first day (progress overwritten),3,1,152,83,69,133
2017024-2017044-6e8d19b6cc88,plan up to the resumed attempt's first day (progress overwritten),6,3,216,150,99,133
2024168-2024188-4cfdbf3d6540,plan up to the resumed attempt's first day (progress overwritten),8,2,231,274,200,133
2022198-2022218-8cb1dc58a9fc,plan up to the resumed attempt's first day (progress overwritten),11,9,442,373,72,133
2020329-2020349-5b06d7a7afa6,plan up to the resumed attempt's first day (progress overwritten),9,7,391,315,62,133
2019214-2019234-a6fd9e2afe78,plan up to the resumed attempt's first day (progress overwritten),4,1,182,140,100,133
2012271-2012291-05f15a8fea91,plan up to the resumed attempt's first day (progress overwritten),17,4,320,655,499,132
2014200-2014220-0ef08f216c49,plan up to the resumed attempt's first day (progress overwritten),17,7,440,628,348,132
2025242-2025262-2c60b023c296,plan up to the resumed attempt's first day (progress overwritten),7,1,180,256,220,132
2012231-2012251-e99899dcbd73,plan up to the resumed attempt's first day (progress overwritten),7,3,234,174,100,132
2022178-2022198-58aae9740983,plan up to the resumed attempt's first day (progress overwritten),4,1,171,139,103,132
2010261-2010281-8fcdc05d58de,plan up to the resumed attempt's first day (progress overwritten),16,12,612,582,130,132
2014180-2014200-608fadb101a3,plan up to the resumed attempt's first day (progress overwritten),4,1,156,136,120,132
2020189-2020209-4504c84a2391,plan up to the resumed attempt's first day (progress overwritten),8,6,391,319,79,132
2013085-2013105-1085fb6d7f83,plan up to the resumed attempt's first day (progress overwritten),3,1,168,108,77,132
2020289-2020309-507857a7fbf6,plan up to the resumed attempt's first day (progress overwritten),6,2,221,188,108,131
2023053-2023073-ab63fa0aa6be,plan up to the resumed attempt's first day (progress overwritten),8,3,240,287,185,131
2011176-2011196-ab452a8acbb6,plan up to the resumed attempt's first day (progress overwritten),4,2,176,113,71,130
2010201-2010221-373b88ae4851,plan up to the resumed attempt's first day (progress overwritten),5,1,176,123,87,130
2019214-2019234-d9d2fb5dab9d,plan up to the resumed attempt's first day (progress overwritten),4,2,210,143,76,130
2017144-2017164-1f2e29307927,plan up to the resumed attempt's first day (progress overwritten),7,3,243,263,160,130
2016170-2016190-10e6ae22ff25,plan up to the resumed attempt's first day (progress overwritten),8,4,286,258,120,130
2020329-2020349-dec810b58f6f,plan up to the resumed attempt's first day (progress overwritten),5,2,180,112,120,130
2020049-2020069-1716470e2ccc,plan up to the resumed attempt's first day (progress overwritten),4,1,180,160,120,130
2012311-2012331-659a0f4bd931,plan up to the resumed attempt's first day (progress overwritten),26,23,576,504,60,130
2020309-2020329-51a99a775ac2,plan up to the resumed attempt's first day (progress overwritten),6,4,304,238,80,129
2011056-2011076-a3068be1355a,plan up to the resumed attempt's first day (progress overwritten),7,3,260,271,156,129
2014140-2014160-2fda5a7dee3f,plan up to the resumed attempt's first day (progress overwritten),13,4,300,441,281,129
2020329-2020349-f07feb4392d5,plan up to the resumed attempt's first day (progress overwritten),7,3,230,231,140,129
2018179-2018199-2fc6c2c68a95,plan up to the resumed attempt's first day (progress overwritten),6,2,171,172,160,129
2013325-2013345-114937f3b833,plan up to the resumed attempt's first day (progress overwritten),17,4,304,619,459,129
2011296-2011316-f689a7e1f339,plan up to the resumed attempt's first day (progress overwritten),14,8,429,525,240,128
2015235-2015255-c9cba29379e3,plan up to the resumed attempt's first day (progress overwritten),15,4,304,539,379,128
2022058-2022078-14269d39505f,plan up to the resumed attempt's first day (progress overwritten),5,1,154,166,160,128
2016290-2016310-5f21fff5ee2a,plan up to the resumed attempt's first day (progress overwritten),5,4,289,189,40,128
2013065-2013085-6e062a99e6fb,plan up to the resumed attempt's first day (progress overwritten),7,4,300,271,114,128
2016030-2016050-8faf7a4c30ea,plan up to the resumed attempt's first day (progress overwritten),3,1,144,64,60,128
2025322-2025342-cd58cdd4b201,plan up to the resumed attempt's first day (progress overwritten),4,1,176,120,80,128
2025022-2025042-1491465a8aeb,plan up to the resumed attempt's first day (progress overwritten),10,2,216,342,264,128
2017184-2017204-31f0c71000cf,plan up to the resumed attempt's first day (progress overwritten),12,8,304,240,80,128
2019114-2019134-b86c15443220,plan up to the resumed attempt's first day (progress overwritten),5,2,198,161,100,127
2020269-2020289-4125de2b6f7a,plan up to the resumed attempt's first day (progress overwritten),4,2,182,102,66,127
2013205-2013225-587fb826b0d8,plan up to the resumed attempt's first day (progress overwritten),6,3,240,218,120,127
2022178-2022198-885c6c9883d7,plan up to the resumed attempt's first day (progress overwritten),6,2,175,185,160,127
2013085-2013105-dfd5656be611,plan up to the resumed attempt's first day (progress overwritten),7,1,132,81,100,126
2012111-2012131-80d0b7f94618,plan up to the resumed attempt's first day (progress overwritten),15,5,350,523,340,126
2013265-2013285-88a490c0041b,plan up to the resumed attempt's first day (progress overwritten),5,3,210,122,60,126
2018119-2018139-20ef16df47fa,plan up to the resumed attempt's first day (progress overwritten),4,1,150,133,120,126
2010361-2011016-9a877c19c418,plan up to the resumed attempt's first day (progress overwritten),3,1,150,64,42,126
2018279-2018299-e5f801df149a,plan up to the resumed attempt's first day (progress overwritten),3,1,168,91,60,126
2011336-2011356-f3937a29b010,plan up to the resumed attempt's first day (progress overwritten),7,5,323,246,54,125
2019294-2019314-77d666152976,plan up to the resumed attempt's first day (progress overwritten),16,7,418,554,285,125
2023213-2023233-49f734dc57cd,plan up to the resumed attempt's first day (progress overwritten),17,14,702,653,98,125
2014080-2014100-b315a06d42b3,plan up to the resumed attempt's first day (progress overwritten),7,2,198,204,160,125
2017144-2017164-bdb39513e481,plan up to the resumed attempt's first day (progress overwritten),6,3,198,151,100,125
2011236-2011256-68af953241ce,plan up to the resumed attempt's first day (progress overwritten),6,1,168,160,140,125
2021103-2021123-b4d94e7e127b,plan up to the resumed attempt's first day (progress overwritten),7,3,252,222,105,125
2023053-2023073-7eacaddee3ec,plan up to the resumed attempt's first day (progress overwritten),11,8,442,391,99,125
2024268-2024288-ba4680737ef6,plan up to the resumed attempt's first day (progress overwritten),37,3,180,459,423,125
2013365-2014020-a3bd9c3ddd1f,plan up to the resumed attempt's first day (progress overwritten),5,1,144,150,140,125
2021303-2021323-344915c929ed,plan up to the resumed attempt's first day (progress overwritten),7,1,161,256,239,124
2019114-2019134-99aede2c70c3,plan up to the resumed attempt's first day (progress overwritten),6,1,168,200,160,124
2013125-2013145-38ae82a392b3,plan up to the resumed attempt's first day (progress overwritten),4,1,168,140,113,124
2025202-2025222-8c94443b7e6a,plan up to the resumed attempt's first day (progress overwritten),9,3,240,266,180,124
2012091-2012111-eedadc1a6419,plan up to the resumed attempt's first day (progress overwritten),9,7,374,305,60,123
2015355-2016010-aaddceeffdea,plan up to the resumed attempt's first day (progress overwritten),16,6,370,583,344,122
2012211-2012231-33d2be5fe026,plan up to the resumed attempt's first day (progress overwritten),3,1,144,73,60,122
2015235-2015255-4b65c19e402d,plan up to the resumed attempt's first day (progress overwritten),7,2,198,209,160,122
2018079-2018099-aea74fafa857,plan up to the resumed attempt's first day (progress overwritten),9,6,330,287,116,122
2014220-2014240-80ce415348b0,plan up to the resumed attempt's first day (progress overwritten),3,1,168,93,60,122
2023053-2023073-f9bf83fb3c7d,plan up to the resumed attempt's first day (progress overwritten),8,1,162,215,212,121
2014120-2014140-a15e778fea5a,plan up to the resumed attempt's first day (progress overwritten),3,1,132,67,60,121
2017324-2017344-63be668a3d5f,plan up to the resumed attempt's first day (progress overwritten),10,8,450,371,60,121
2012051-2012071-695c0e960530,plan up to the resumed attempt's first day (progress overwritten),6,3,231,210,100,120
2011236-2011256-f9d3120a2f92,plan up to the resumed attempt's first day (progress overwritten),10,7,416,392,120,120
2017104-2017124-d12d061eeb34,plan up to the resumed attempt's first day (progress overwritten),12,8,448,420,100,120
2015115-2015135-af53c30286db,progress (first attempt),11,10,400,296,19,120
2012011-2012031-de712bc4150b,plan up to the resumed attempt's first day (progress overwritten),8,5,336,300,100,120
2018039-2018059-eb5200172bf2,plan up to the resumed attempt's first day (progress overwritten),4,1,168,159,120,120
2023173-2023193-728be0eebacf,plan up to the resumed attempt's first day (progress overwritten),12,1,168,435,400,120
2017104-2017124-a09c0bda8587,plan up to the resumed attempt's first day (progress overwritten),12,6,364,440,200,120
2025142-2025162-ce52590d92a1,plan up to the resumed attempt's first day (progress overwritten),6,1,168,188,148,120
2013005-2013025-f887106b7bf8,plan up to the resumed attempt's first day (progress overwritten),7,4,300,280,120,120
2021063-2021083-e15973852fc7,plan up to the resumed attempt's first day (progress overwritten),3,2,208,120,40,120
2014060-2014080-eac41212779e,plan up to the resumed attempt's first day (progress overwritten),7,4,300,280,120,120
2012191-2012211-aeb427481edd,plan up to the resumed attempt's first day (progress overwritten),8,5,336,300,100,120
2018139-2018159-49fd78d6b7f4,plan up to the resumed attempt's first day (progress overwritten),5,2,208,158,80,120
2013365-2014020-0ed836e585de,plan up to the resumed attempt's first day (progress overwritten),28,24,594,532,80,120
2012071-2012091-fdd023e318b5,plan up to the resumed attempt's first day (progress overwritten),7,5,323,258,59,119
2020089-2020109-0837d2db5146,plan up to the resumed attempt's first day (progress overwritten),7,2,180,158,180,119
2017324-2017344-e0acad43b8a8,plan up to the resumed attempt's first day (progress overwritten),6,4,240,173,60,119
2021183-2021203-bbee56160b43,plan up to the resumed attempt's first day (progress overwritten),12,8,272,207,79,119
2012051-2012071-4991485d5e36,plan up to the resumed attempt's first day (progress overwritten),8,6,336,284,80,119
2013105-2013125-1c11f8893c96,plan up to the resumed attempt's first day (progress overwritten),11,8,448,372,69,119
2015195-2015215-e7e81e7ed0bc,plan up to the resumed attempt's first day (progress overwritten),19,16,702,646,80,119
2019114-2019134-fb7de36cac01,plan up to the resumed attempt's first day (progress overwritten),7,1,162,240,200,118
2012211-2012231-012ebe3dc098,plan up to the resumed attempt's first day (progress overwritten),4,1,144,114,100,118
2017024-2017044-891b8f560f2a,plan up to the resumed attempt's first day (progress overwritten),8,3,252,297,180,118
2018179-2018199-2401c182fa59,plan up to the resumed attempt's first day (progress overwritten),4,2,195,145,80,118
2014020-2014040-fbba0a1fcdcd,plan up to the resumed attempt's first day (progress overwritten),7,3,242,238,119,118
2016330-2016350-773a4c956739,plan up to the resumed attempt's first day (progress overwritten),8,1,168,259,220,118
2018079-2018099-dda7bd5aca91,plan up to the resumed attempt's first day (progress overwritten),10,7,384,350,100,118
2011156-2011176-c66ca52cd7d7,plan up to the resumed attempt's first day (progress overwritten),7,5,320,270,74,118
2010361-2011016-352dcbb48d67,plan up to the resumed attempt's first day (progress overwritten),3,1,156,94,60,117
2013025-2013045-ce810919fae8,plan up to the resumed attempt's first day (progress overwritten),6,1,161,199,160,117
2012351-2013005-5e82002d3541,plan up to the resumed attempt's first day (progress overwritten),4,1,156,87,60,117
2018199-2018219-e6b9a49e9b2a,plan up to the resumed attempt's first day (progress overwritten),12,7,392,403,160,116
2015175-2015195-bb78b3ee1bf8,plan up to the resumed attempt's first day (progress overwritten),15,2,228,559,479,116
2018079-2018099-0d518c19310e,plan up to the resumed attempt's first day (progress overwritten),26,10,330,502,319,116
2025082-2025102-eedf5d7dc2b3,plan up to the resumed attempt's first day (progress overwritten),10,1,162,339,300,116
2013205-2013225-8a8b537e33a2,plan up to the resumed attempt's first day (progress overwritten),6,3,228,214,120,116
2025082-2025102-6a86e6188578,plan up to the resumed attempt's first day (progress overwritten),8,1,161,278,240,116
2016090-2016110-ed1d5d8d25e1,plan up to the resumed attempt's first day (progress overwritten),4,1,132,111,100,116
2010021-2010041-b4c18e3d2bd0,plan up to the resumed attempt's first day (progress overwritten),5,3,221,167,80,116
2021303-2021323-be0156a79ae1,plan up to the resumed attempt's first day (progress overwritten),4,1,135,108,90,116
2012271-2012291-f1cbe5dc1888,plan up to the resumed attempt's first day (progress overwritten),15,4,280,560,440,116
2016090-2016110-05031cce164d,plan up to the resumed attempt's first day (progress overwritten),4,2,168,97,60,115
2021023-2021043-eff95d8e31fc,plan up to the resumed attempt's first day (progress overwritten),25,7,256,458,339,115
2025142-2025162-074ad232721b,plan up to the resumed attempt's first day (progress overwritten),13,12,570,478,40,115
2017304-2017324-79f793648a2f,plan up to the resumed attempt's first day (progress overwritten),6,1,136,152,167,115
2016210-2016230-7b7d0bb7cbef,plan up to the resumed attempt's first day (progress overwritten),13,7,270,240,100,115
2014080-2014100-8ae2e7249ae2,plan up to the resumed attempt's first day (progress overwritten),14,8,260,228,99,114
2020209-2020229-f1fcc9b274ed,plan up to the resumed attempt's first day (progress overwritten),7,2,189,243,180,114
2025242-2025262-3c0c4d04953b,plan up to the resumed attempt's first day (progress overwritten),11,2,160,381,340,114
2019234-2019254-444e4a858ada,plan up to the resumed attempt's first day (progress overwritten),6,1,140,93,161,114
2020169-2020189-534c517d527a,plan up to the resumed attempt's first day (progress overwritten),9,7,360,285,41,113
2024048-2024068-a60088bfe418,plan up to the resumed attempt's first day (progress overwritten),11,4,286,380,220,113
2018019-2018039-602a78d6dcf6,plan up to the resumed attempt's first day (progress overwritten),10,7,400,371,100,113
2018239-2018259-3ca478167f3b,plan up to the resumed attempt's first day (progress overwritten),12,4,176,193,140,113
2016110-2016130-a307eecf7073,plan up to the resumed attempt's first day (progress overwritten),6,2,187,164,100,113
2018119-2018139-fff517d38206,plan up to the resumed attempt's first day (progress overwritten),6,1,138,185,196,113
2022058-2022078-3386300be7c4,plan up to the resumed attempt's first day (progress overwritten),5,1,140,159,160,112
2017344-2017364-0258e7dd24da,progress (first attempt),28,27,560,457,12,112
2012151-2012171-c217f0fe8fd6,plan up to the resumed attempt's first day (progress overwritten),9,7,391,338,62,112
2019234-2019254-171325fde800,plan up to the resumed attempt's first day (progress overwritten),5,1,153,140,100,112
2019054-2019074-c7275049bc2d,plan up to the resumed attempt's first day (progress overwritten),17,6,360,657,431,112
2021203-2021223-016740dcca56,plan up to the resumed attempt's first day (progress overwritten),8,6,340,282,71,112
2019314-2019334-223ee02f2e96,plan up to the resumed attempt's first day (progress overwritten),3,2,192,110,40,112
2019194-2019214-ce99b9d05b42,plan up to the resumed attempt's first day (progress overwritten),6,3,240,180,60,112
2013325-2013345-2b17f09ef150,plan up to the resumed attempt's first day (progress overwritten),7,4,240,220,120,112
2018199-2018219-fd5e0e33ab05,plan up to the resumed attempt's first day (progress overwritten),5,2,196,136,59,112
2020049-2020069-c3e2c51cea76,plan up to the resumed attempt's first day (progress overwritten),11,9,442,402,80,112
